id_dcie,id_dimension,id_fuente_origen
11098,V892,V:89:2
11100,V899,V:89:9
11107,V906,V:90:6
1691,V99,V:99
11187,W019,W:01:9
1696,W04,W:04
11208,W040,W:04:0
11217,W049,W:04:9
11367,W199,W:19:9
1714,W22,W:22
11388,W220,W:22:0
11396,W228,W:22:8
11397,W229,W:22:9
1718,W26,W:26
11517,W349,W:34:9
11558,W390,W:39:0
11612,W444,W:44:4
11616,W448,W:44:8
11617,W449,W:44:9
1737,W45,W:45
11626,W458,W:45:8
11627,W459,W:45:9
1743,W53,W:53
11678,W530,W:53:0
11686,W538,W:53:8
11687,W539,W:53:9
1744,W54,W:54
11688,W540,W:54:0
11692,W544,W:54:4
11695,W547,W:54:7
11696,W548,W:54:8
11697,W549,W:54:9
1745,W55,W:55
11698,W550,W:55:0
11699,W551,W:55:1
11702,W554,W:55:4
11707,W559,W:55:9
11708,W55X,W:55:X
1747,W57,W:57
11719,W570,W:57:0
11723,W574,W:57:4
11727,W578,W:57:8
11728,W579,W:57:9
11739,W590,W:59:0
11747,W598,W:59:8
11875,W776,W:77:6
11887,W788,W:78:8
11898,W799,W:79:9
11899,W800,W:80:0
11908,W809,W:80:9
1766,W81,W:81
1768,W84,W:84
11929,W840,W:84:0
11935,W846,W:84:6
11937,W848,W:84:8
11938,W849,W:84:9
12001,W912,W:91:2
12048,W999,W:99:9
12050,X001,X:00:1
12143,X104,X:10:4
12167,X128,X:12:8
12177,X138,X:13:8
12248,X209,X:20:9
1800,X21,X:21
12258,X219,X:21:9
12268,X229,X:22:9
12277,X238,X:23:8
12278,X239,X:23:9
12298,X259,X:25:9
12318,X279,X:27:9
12378,X339,X:33:9
1819,X40,X:40
12488,X449,X:44:9
12608,X589,X:58:9
1836,X59,X:59
12610,X599,X:59:9
12876,X861,X:86:1
12965,X950,X:95:0
12974,X959,X:95:9
13005,X990,X:99:0
13014,X999,X:99:9
1881,Y04,Y:04
13055,Y040,Y:04:0
13064,Y049,Y:04:9
1883,Y06,Y:06
13075,Y060,Y:06:0
13076,Y061,Y:06:1
13078,Y068,Y:06:8
13079,Y069,Y:06:9
13081,Y071,Y:07:1
13096,Y090,Y:09:0
13215,Y209,Y:20:9
1905,Y28,Y:28
13286,Y280,Y:28:0
13290,Y284,Y:28:4
13295,Y289,Y:28:9
1910,Y33,Y:33
13345,Y339,Y:33:9
13362,Y356,Y:35:6
1916,Y42,Y:42
13392,Y420,Y:42:0
13395,Y423,Y:42:3
13402,Y430,Y:43:0
13406,Y434,Y:43:4
13492,Y536,Y:53:6
13493,Y537,Y:53:7
13495,Y539,Y:53:9
13502,Y546,Y:54:6
13505,Y549,Y:54:9
13511,Y555,Y:55:5
13513,Y557,Y:55:7
13534,Y580,Y:58:0
13541,Y588,Y:58:8
13542,Y589,Y:58:9
1933,Y59,Y:59
13543,Y590,Y:59:0
13547,Y598,Y:59:8
13548,Y599,Y:59:9
13623,Y750,Y:75:0
13667,Y834,Y:83:4
13670,Y838,Y:83:8
13671,Y839,Y:83:9
13672,Y840,Y:84:0
13674,Y842,Y:84:2
13676,Y844,Y:84:4
13677,Y845,Y:84:5
13679,Y847,Y:84:7
13680,Y848,Y:84:8
13681,Y849,Y:84:9
13693,Y899,Y:89:9
1964,Y95,Y:95
1966,Y97,Y:97
1086,O00,O:00
7453,O000,O:00:0
7454,O001,O:00:1
7455,O002,O:00:2
7456,O008,O:00:8
7457,O009,O:00:9
1087,O01,O:01
7458,O010,O:01:0
7459,O011,O:01:1
7460,O019,O:01:9
1088,O02,O:02
7461,O020,O:02:0
7462,O021,O:02:1
7463,O028,O:02:8
7464,O029,O:02:9
1089,O03,O:03
7465,O030,O:03:0
7466,O031,O:03:1
7467,O032,O:03:2
7468,O033,O:03:3
7469,O034,O:03:4
7470,O035,O:03:5
7471,O036,O:03:6
7472,O037,O:03:7
7473,O038,O:03:8
7474,O039,O:03:9
1090,O04,O:04
7475,O040,O:04:0
7476,O041,O:04:1
7477,O042,O:04:2
7478,O043,O:04:3
7479,O044,O:04:4
7480,O045,O:04:5
7481,O046,O:04:6
7482,O047,O:04:7
7483,O048,O:04:8
7484,O049,O:04:9
1091,O05,O:05
7485,O050,O:05:0
7486,O051,O:05:1
7487,O052,O:05:2
7488,O053,O:05:3
7489,O054,O:05:4
7490,O055,O:05:5
7491,O056,O:05:6
7492,O057,O:05:7
7493,O058,O:05:8
7494,O059,O:05:9
1092,O06,O:06
7495,O060,O:06:0
7496,O061,O:06:1
7497,O062,O:06:2
7498,O063,O:06:3
7499,O064,O:06:4
7500,O065,O:06:5
7501,O066,O:06:6
7502,O067,O:06:7
7503,O068,O:06:8
7504,O069,O:06:9
1093,O07,O:07
7505,O070,O:07:0
7506,O071,O:07:1
7507,O072,O:07:2
7508,O073,O:07:3
7509,O074,O:07:4
7510,O075,O:07:5
7511,O076,O:07:6
7512,O077,O:07:7
7513,O078,O:07:8
7514,O079,O:07:9
1094,O08,O:08
7515,O080,O:08:0
7516,O081,O:08:1
7517,O082,O:08:2
7518,O083,O:08:3
7519,O084,O:08:4
7520,O085,O:08:5
7521,O086,O:08:6
7522,O087,O:08:7
7523,O088,O:08:8
7524,O089,O:08:9
1095,O10,O:10
7525,O100,O:10:0
7526,O101,O:10:1
7527,O102,O:10:2
7528,O103,O:10:3
7529,O104,O:10:4
7530,O109,O:10:9
1096,O11,O:11
1097,O12,O:12
7531,O120,O:12:0
7532,O121,O:12:1
7533,O122,O:12:2
1098,O13,O:13
1099,O14,O:14
7534,O140,O:14:0
7535,O141,O:14:1
7537,O149,O:14:9
1100,O15,O:15
7538,O150,O:15:0
7539,O151,O:15:1
7540,O152,O:15:2
7541,O159,O:15:9
1101,O16,O:16
1102,O20,O:20
7542,O200,O:20:0
7543,O208,O:20:8
7544,O209,O:20:9
1103,O21,O:21
7545,O210,O:21:0
7546,O211,O:21:1
7547,O212,O:21:2
7548,O218,O:21:8
7549,O219,O:21:9
1104,O22,O:22
7550,O220,O:22:0
7551,O221,O:22:1
7552,O222,O:22:2
7553,O223,O:22:3
7554,O224,O:22:4
7555,O225,O:22:5
7556,O228,O:22:8
7557,O229,O:22:9
1105,O23,O:23
7558,O230,O:23:0
7559,O231,O:23:1
7560,O232,O:23:2
7561,O233,O:23:3
7562,O234,O:23:4
7563,O235,O:23:5
7564,O239,O:23:9
1106,O24,O:24
7565,O240,O:24:0
7566,O241,O:24:1
7567,O242,O:24:2
7568,O243,O:24:3
7569,O244,O:24:4
7570,O249,O:24:9
1107,O25,O:25
1108,O26,O:26
7571,O260,O:26:0
7572,O261,O:26:1
7573,O262,O:26:2
7574,O263,O:26:3
7575,O264,O:26:4
7576,O265,O:26:5
7577,O266,O:26:6
7578,O267,O:26:7
7579,O268,O:26:8
7580,O269,O:26:9
1109,O28,O:28
7581,O280,O:28:0
7582,O281,O:28:1
7583,O282,O:28:2
7584,O283,O:28:3
7585,O284,O:28:4
7586,O285,O:28:5
7587,O288,O:28:8
7588,O289,O:28:9
1110,O29,O:29
7589,O290,O:29:0
7590,O291,O:29:1
7591,O292,O:29:2
7592,O293,O:29:3
7593,O294,O:29:4
7594,O295,O:29:5
7595,O296,O:29:6
7596,O298,O:29:8
7597,O299,O:29:9
1111,O30,O:30
7598,O300,O:30:0
7599,O301,O:30:1
7600,O302,O:30:2
7601,O308,O:30:8
7602,O309,O:30:9
1112,O31,O:31
7603,O310,O:31:0
7604,O311,O:31:1
7605,O312,O:31:2
7606,O318,O:31:8
1113,O32,O:32
7607,O320,O:32:0
7608,O321,O:32:1
7609,O322,O:32:2
7610,O323,O:32:3
7611,O324,O:32:4
7612,O325,O:32:5
7613,O326,O:32:6
7614,O328,O:32:8
7615,O329,O:32:9
1114,O33,O:33
7616,O330,O:33:0
7617,O331,O:33:1
7618,O332,O:33:2
7619,O333,O:33:3
7620,O334,O:33:4
7621,O335,O:33:5
7622,O336,O:33:6
7623,O337,O:33:7
7624,O338,O:33:8
7625,O339,O:33:9
1115,O34,O:34
7626,O340,O:34:0
7627,O341,O:34:1
7628,O342,O:34:2
7629,O343,O:34:3
7630,O344,O:34:4
7631,O345,O:34:5
7632,O346,O:34:6
7633,O347,O:34:7
7634,O348,O:34:8
7635,O349,O:34:9
1116,O35,O:35
7636,O350,O:35:0
7637,O351,O:35:1
7638,O352,O:35:2
7639,O353,O:35:3
7640,O354,O:35:4
7641,O355,O:35:5
7642,O356,O:35:6
7643,O357,O:35:7
7644,O358,O:35:8
7645,O359,O:35:9
1117,O36,O:36
7646,O360,O:36:0
7647,O361,O:36:1
7648,O362,O:36:2
7649,O363,O:36:3
7650,O364,O:36:4
7651,O365,O:36:5
7652,O366,O:36:6
7653,O367,O:36:7
7654,O368,O:36:8
7655,O369,O:36:9
1118,O40,O:40
1119,O41,O:41
7656,O410,O:41:0
7657,O411,O:41:1
7658,O418,O:41:8
7659,O419,O:41:9
1120,O42,O:42
7660,O420,O:42:0
7661,O421,O:42:1
7662,O422,O:42:2
7663,O429,O:42:9
1121,O43,O:43
7664,O430,O:43:0
7665,O431,O:43:1
7667,O438,O:43:8
7668,O439,O:43:9
1122,O44,O:44
7669,O440,O:44:0
7670,O441,O:44:1
1123,O45,O:45
7671,O450,O:45:0
7672,O458,O:45:8
7673,O459,O:45:9
1124,O46,O:46
7674,O460,O:46:0
7675,O468,O:46:8
7676,O469,O:46:9
1125,O47,O:47
7677,O470,O:47:0
7678,O471,O:47:1
7679,O479,O:47:9
1126,O48,O:48
1127,O60,O:60
1128,O61,O:61
7684,O610,O:61:0
7685,O611,O:61:1
7686,O618,O:61:8
7687,O619,O:61:9
1129,O62,O:62
7688,O620,O:62:0
7689,O621,O:62:1
7690,O622,O:62:2
7691,O623,O:62:3
7692,O624,O:62:4
7693,O628,O:62:8
7694,O629,O:62:9
1130,O63,O:63
7695,O630,O:63:0
7696,O631,O:63:1
7697,O632,O:63:2
7698,O639,O:63:9
1131,O64,O:64
7699,O640,O:64:0
7700,O641,O:64:1
7701,O642,O:64:2
7702,O643,O:64:3
7703,O644,O:64:4
7704,O645,O:64:5
7705,O648,O:64:8
7706,O649,O:64:9
1132,O65,O:65
7707,O650,O:65:0
7708,O651,O:65:1
7709,O652,O:65:2
7710,O653,O:65:3
7711,O654,O:65:4
7712,O655,O:65:5
7713,O658,O:65:8
7714,O659,O:65:9
1133,O66,O:66
7715,O660,O:66:0
7716,O661,O:66:1
7717,O662,O:66:2
7718,O663,O:66:3
7719,O664,O:66:4
7720,O665,O:66:5
7721,O668,O:66:8
7722,O669,O:66:9
1134,O67,O:67
7723,O670,O:67:0
7724,O678,O:67:8
7725,O679,O:67:9
1135,O68,O:68
7726,O680,O:68:0
7727,O681,O:68:1
7728,O682,O:68:2
7729,O683,O:68:3
7730,O688,O:68:8
7731,O689,O:68:9
1136,O69,O:69
7732,O690,O:69:0
7733,O691,O:69:1
7734,O692,O:69:2
7735,O693,O:69:3
7736,O694,O:69:4
7737,O695,O:69:5
7738,O698,O:69:8
7739,O699,O:69:9
1137,O70,O:70
7740,O700,O:70:0
7741,O701,O:70:1
7742,O702,O:70:2
7743,O703,O:70:3
7744,O709,O:70:9
1138,O71,O:71
7745,O710,O:71:0
7746,O711,O:71:1
7747,O712,O:71:2
7748,O713,O:71:3
7749,O714,O:71:4
7750,O715,O:71:5
7751,O716,O:71:6
7752,O717,O:71:7
7753,O718,O:71:8
7754,O719,O:71:9
1139,O72,O:72
7755,O720,O:72:0
7756,O721,O:72:1
7757,O722,O:72:2
7758,O723,O:72:3
1140,O73,O:73
7759,O730,O:73:0
7760,O731,O:73:1
1141,O74,O:74
7761,O740,O:74:0
7762,O741,O:74:1
7763,O742,O:74:2
7764,O743,O:74:3
7765,O744,O:74:4
7766,O745,O:74:5
7768,O747,O:74:7
7769,O748,O:74:8
7770,O749,O:74:9
1142,O75,O:75
7771,O750,O:75:0
7772,O751,O:75:1
7773,O752,O:75:2
7774,O753,O:75:3
7775,O754,O:75:4
7776,O755,O:75:5
7777,O756,O:75:6
7778,O757,O:75:7
7779,O758,O:75:8
7780,O759,O:75:9
1148,O85,O:85
1149,O86,O:86
7808,O860,O:86:0
7809,O861,O:86:1
7810,O862,O:86:2
7811,O863,O:86:3
7812,O864,O:86:4
7813,O868,O:86:8
1150,O87,O:87
7814,O870,O:87:0
7815,O871,O:87:1
7816,O872,O:87:2
7817,O873,O:87:3
7818,O878,O:87:8
7819,O879,O:87:9
7820,O880,O:88:0
7821,O881,O:88:1
7822,O882,O:88:2
7823,O883,O:88:3
7824,O888,O:88:8
1152,O89,O:89
7825,O890,O:89:0
7826,O891,O:89:1
7827,O892,O:89:2
7828,O893,O:89:3
7829,O894,O:89:4
7830,O895,O:89:5
7831,O896,O:89:6
7832,O898,O:89:8
7833,O899,O:89:9
1153,O90,O:90
7834,O900,O:90:0
7835,O901,O:90:1
7836,O902,O:90:2
7837,O903,O:90:3
7838,O904,O:90:4
7839,O905,O:90:5
7840,O908,O:90:8
7841,O909,O:90:9
1154,O91,O:91
7842,O910,O:91:0
7843,O911,O:91:1
7844,O912,O:91:2
1155,O92,O:92
7845,O920,O:92:0
7846,O921,O:92:1
7847,O922,O:92:2
7848,O923,O:92:3
7849,O924,O:92:4
7850,O925,O:92:5
7851,O926,O:92:6
7852,O927,O:92:7
1158,O95,O:95
1159,O96,O:96
1160,O97,O:97
1161,O98,O:98
7859,O980,O:98:0
7860,O981,O:98:1
7861,O982,O:98:2
7862,O983,O:98:3
7863,O984,O:98:4
7864,O985,O:98:5
7865,O986,O:98:6
7866,O987,O:98:7
7867,O988,O:98:8
7868,O989,O:98:9
1162,O99,O:99
7869,O990,O:99:0
7870,O991,O:99:1
7871,O992,O:99:2
7872,O993,O:99:3
7873,O994,O:99:4
7874,O995,O:99:5
7875,O996,O:99:6
7876,O997,O:99:7
7877,O998,O:99:8
2060,A000,A:00:0
2064,A011,A:01:1
2070,A022,A:02:2
2074,A031,A:03:1
2080,A041,A:04:1
2081,A042,A:04:2
2090,A051,A:05:1
2094,A058,A:05:8
2100,A064,A:06:4
2101,A065,A:06:5
2102,A066,A:06:6
2103,A067,A:06:7
8,A07,A:07
2108,A072,A:07:2
14589,A08X,A:08:X
2121,A151,A:15:1
12,A16,A:16
2131,A161,A:16:1
2133,A163,A:16:3
2136,A167,A:16:7
2137,A168,A:16:8
2145,A182,A:18:2
2147,A184,A:18:4
2151,A188,A:18:8
2154,A192,A:19:2
18,A22,A:22
2173,A222,A:22:2
2187,A244,A:24:4
2189,A251,A:25:1
2190,A259,A:25:9
2194,A269,A:26:9
23,A27,A:27
2196,A278,A:27:8
2202,A289,A:28:9
2210,A309,A:30:9
2211,A310,A:31:0
2212,A311,A:31:1
2215,A320,A:32:0
31,A36,A:36
2223,A363,A:36:3
2224,A368,A:36:8
2228,A378,A:37:8
2230,A390,A:39:0
2253,A421,A:42:1
2254,A422,A:42:2
2261,A439,A:43:9
41,A48,A:48
2268,A482,A:48:2
47,A54,A:54
2308,A545,A:54:5
2309,A546,A:54:6
2313,A561,A:56:1
2316,A564,A:56:4
2317,A568,A:56:8
2319,A598,A:59:8
2326,A660,A:66:0
2329,A663,A:66:3
2331,A665,A:66:5
2335,A669,A:66:9
60,A69,A:69
2344,A690,A:69:0
2347,A698,A:69:8
2348,A699,A:69:9
2351,A719,A:71:9
2364,A778,A:77:8
2370,A800,A:80:0
70,A82,A:82
2384,A830,A:83:0
72,A84,A:84
2393,A840,A:84:0
2395,A848,A:84:8
73,A85,A:85
2406,A880,A:88:0
2407,A881,A:88:1
14594,A911,A:91:1
14595,A91X,A:91:X
2416,A930,A:93:0
2425,A962,A:96:2
2433,A985,A:98:5
2439,B004,B:00:4
2445,B011,B:01:1
2449,B020,B:02:0
2450,B021,B:02:1
96,B05,B:05
2456,B050,B:05:0
2459,B053,B:05:3
14597,B06X,B:06:X
99,B08,B:08
2484,B180,B:18:0
2485,B181,B:18:1
105,B19,B:19
2492,B201,B:20:1
108,B22,B:22
111,B25,B:25
2517,B251,B:25:1
112,B26,B:26
113,B27,B:27
2527,B270,B:27:0
2530,B279,B:27:9
115,B33,B:33
2544,B341,B:34:1
2547,B344,B:34:4
2552,B352,B:35:2
2560,B361,B:36:1
2572,B377,B:37:7
2578,B383,B:38:3
2580,B387,B:38:7
121,B39,B:39
2585,B392,B:39:2
2587,B394,B:39:4
122,B40,B:40
2593,B403,B:40:3
123,B41,B:41
2602,B421,B:42:1
2606,B430,B:43:0
2612,B441,B:44:1
2616,B449,B:44:9
2619,B452,B:45:2
128,B46,B:46
2634,B479,B:47:9
2637,B482,B:48:2
2650,B529,B:52:9
135,B53,B:53
2657,B559,B:55:9
138,B56,B:56
139,B57,B:57
2673,B600,B:60:0
2674,B601,B:60:1
148,B69,B:69
2705,B691,B:69:1
149,B70,B:70
2712,B718,B:71:8
2713,B719,B:71:9
152,B73,B:73
155,B76,B:76
2721,B760,B:76:0
2726,B778,B:77:8
160,B81,B:81
2732,B810,B:81:0
2733,B811,B:81:1
2735,B813,B:81:3
162,B83,B:83
2743,B833,B:83:3
163,B85,B:85
2747,B850,B:85:0
2751,B854,B:85:4
2756,B874,B:87:4
166,B88,B:88
2760,B881,B:88:1
2769,B909,B:90:9
2775,B950,B:95:0
2776,B951,B:95:1
2777,B952,B:95:2
2779,B954,B:95:4
2782,B957,B:95:7
2789,B965,B:96:5
174,B97,B:97
2797,B974,B:97:4
2805,C001,C:00:1
2811,C008,C:00:8
2830,C058,C:05:8
2866,C150,C:15:0
2881,C168,C:16:8
2897,C188,C:18:8
2933,C319,C:31:9
2938,C328,C:32:8
2952,C390,C:39:0
2969,C431,C:43:1
2971,C433,C:43:3
2987,C449,C:44:9
2997,C467,C:46:7
3064,C632,C:63:2
3089,C698,C:69:8
3150,C792,C:79:2
3194,C859,C:85:9
3241,C945,C:94:5
3258,D002,D:00:2
3281,D039,D:03:9
3284,D042,D:04:2
3291,D049,D:04:9
3367,D173,D:17:3
3369,D175,D:17:5
3370,D176,D:17:6
3385,D214,D:21:4
287,D22,D:22
3390,D221,D:22:1
3391,D222,D:22:2
288,D23,D:23
3402,D234,D:23:4
290,D25,D:25
3414,D269,D:26:9
3417,D282,D:28:2
3423,D293,D:29:3
3424,D294,D:29:4
3429,D302,D:30:2
3433,D309,D:30:9
302,D37,D:37
3486,D399,D:39:9
3517,D449,D:44:9
310,D45,D:45
3520,D462,D:46:2
3525,D469,D:46:9
312,D47,D:47
3532,D477,D:47:7
315,D51,D:51
3548,D511,D:51:1
3553,D520,D:52:0
3556,D529,D:52:9
317,D53,D:53
3559,D532,D:53:2
3564,D552,D:55:2
319,D56,D:56
3583,D588,D:58:8
3590,D595,D:59:5
3601,D613,D:61:3
3604,D630,D:63:0
3608,D642,D:64:2
331,D68,D:68
3617,D684,D:68:4
332,D69,D:69
3624,D692,D:69:2
3630,D699,D:69:9
3634,D729,D:72:9
3636,D731,D:73:1
3639,D734,D:73:4
340,D77,D:77
3681,D829,D:82:9
3686,D839,D:83:9
3692,D861,D:86:1
348,E00,E:00
3703,E000,E:00:0
3709,E012,E:01:2
3719,E040,E:04:0
353,E05,E:05
354,E06,E:06
3738,E069,E:06:9
3741,E078,E:07:8
3742,E079,E:07:9
3752,E109,E:10:9
3754,E111,E:11:1
3771,E128,E:12:8
3774,E131,E:13:1
3782,E139,E:13:9
3787,E144,E:14:4
3788,E145,E:14:5
3791,E148,E:14:8
363,E20,E:20
367,E24,E:24
3837,E272,E:27:2
3848,E289,E:28:9
3852,E299,E:29:9
3870,E345,E:34:5
3874,E351,E:35:1
3891,E519,E:51:9
3894,E538,E:53:8
3896,E550,E:55:0
391,E56,E:56
394,E60,E:60
395,E61,E:61
396,E63,E:63
3921,E649,E:64:9
3927,E670,E:67:0
3929,E672,E:67:2
3931,E678,E:67:8
3946,E724,E:72:4
407,E75,E:75
3961,E750,E:75:0
3967,E756,E:75:6
409,E77,E:77
3976,E778,E:77:8
3982,E784,E:78:4
411,E79,E:79
3990,E799,E:79:9
413,E83,E:83
4004,E835,E:83:5
4007,E840,E:84:0
4021,E873,E:87:3
4038,E895,E:89:5
4040,E898,E:89:8
4062,F060,F:06:0
4068,F066,F:06:6
429,F09,F:09
4098,F121,F:12:1
4157,F180,F:18:0
4167,F190,F:19:0
445,F25,F:25
4195,F250,F:25:0
446,F28,F:28
4210,F315,F:31:5
4216,F321,F:32:1
451,F33,F:33
4233,F381,F:38:1
454,F39,F:39
455,F40,F:40
4248,F422,F:42:2
4256,F440,F:44:0
4265,F449,F:44:9
460,F45,F:45
4268,F452,F:45:2
4278,F501,F:50:1
4279,F502,F:50:2
463,F51,F:51
4300,F527,F:52:7
4303,F530,F:53:0
4313,F606,F:60:6
4316,F609,F:60:9
4325,F638,F:63:8
4331,F649,F:64:9
477,F69,F:69
478,F70,F:70
4351,F708,F:70:8
479,F71,F:71
4356,F719,F:71:9
480,F72,F:72
4360,F729,F:72:9
482,F78,F:78
4367,F788,F:78:8
483,F79,F:79
4371,F798,F:79:8
4372,F799,F:79:9
484,F80,F:80
4383,F818,F:81:8
488,F84,F:84
4385,F840,F:84:0
4388,F843,F:84:3
4389,F844,F:84:4
4392,F849,F:84:9
4396,F909,F:90:9
4402,F919,F:91:9
4406,F930,F:93:0
4411,F939,F:93:9
4418,F951,F:95:1
497,F98,F:98
4422,F980,F:98:0
4423,F981,F:98:1
4427,F985,F:98:5
498,F99,F:99
501,G02,G:02
4455,G061,G:06:1
4456,G062,G:06:2
506,G07,G:07
511,G12,G:12
4464,G120,G:12:0
4467,G128,G:12:8
514,G20,G:20
516,G22,G:22
4501,G259,G:25:9
524,G35,G:35
4524,G379,G:37:9
4527,G402,G:40:2
4531,G406,G:40:6
4537,G412,G:41:2
531,G45,G:45
533,G47,G:47
4573,G478,G:47:8
4578,G509,G:50:9
535,G51,G:51
4617,G564,G:56:4
4629,G580,G:58:0
4641,G610,G:61:0
4642,G611,G:61:1
4643,G618,G:61:8
4644,G619,G:61:9
4652,G632,G:63:2
548,G64,G:64
4675,G729,G:72:9
4684,G800,G:80:0
554,G81,G:81
556,G83,G:83
557,G90,G:90
4733,G948,G:94:8
4734,G950,G:95:0
4736,G952,G:95:2
4741,G968,G:96:8
4748,G990,G:99:0
568,H01,H:01
569,H02,H:02
4759,H021,H:02:1
4769,H031,H:03:1
4770,H038,H:03:8
4785,H055,H:05:5
573,H06,H:06
4805,H118,H:11:8
4812,H150,H:15:0
4815,H159,H:15:9
4816,H160,H:16:0
4818,H162,H:16:2
4830,H183,H:18:3
4836,H189,H:18:9
4850,H213,H:21:3
4852,H215,H:21:5
4874,H280,H:28:0
4876,H282,H:28:2
4878,H300,H:30:0
4880,H302,H:30:2
4882,H309,H:30:9
4890,H320,H:32:0
592,H33,H:33
4897,H335,H:33:5
4898,H340,H:34:0
4918,H403,H:40:3
4924,H420,H:42:0
4937,H445,H:44:5
4938,H446,H:44:6
600,H45,H:45
4947,H472,H:47:2
604,H49,H:49
605,H50,H:50
4972,H510,H:51:0
4980,H523,H:52:3
608,H53,H:53
4985,H530,H:53:0
4989,H534,H:53:4
4991,H536,H:53:6
4996,H542,H:54:2
610,H55,H:55
611,H57,H:57
5012,H599,H:59:9
5015,H602,H:60:2
615,H61,H:61
5021,H610,H:61:0
5024,H613,H:61:3
5029,H622,H:62:2
5037,H654,H:65:4
619,H67,H:67
5045,H670,H:67:0
5047,H678,H:67:8
5051,H698,H:69:8
5062,H729,H:72:9
625,H73,H:73
5065,H738,H:73:8
5075,H758,H:75:8
5093,H839,H:83:9
5103,H910,H:91:0
5106,H913,H:91:3
635,H93,H:93
5113,H931,H:93:1
5116,H938,H:93:8
5124,I010,I:01:0
5125,I011,I:01:1
5128,I019,I:01:9
5131,I050,I:05:0
5136,I060,I:06:0
5141,I070,I:07:0
5156,I099,I:09:9
5168,I158,I:15:8
5213,I281,I:28:1
5214,I288,I:28:8
5216,I300,I:30:0
5237,I351,I:35:1
5247,I371,I:37:1
5249,I378,I:37:8
5251,I390,I:39:0
5271,I426,I:42:6
5276,I431,I:43:1
5278,I438,I:43:8
5318,I501,I:50:1
5353,I621,I:62:1
5355,I630,I:63:0
5390,I688,I:68:8
5433,I771,I:77:1
5441,I780,I:78:0
5446,I791,I:79:1
5463,I832,I:83:2
5467,I841,I:84:1
5474,I859,I:85:9
5476,I861,I:86:1
5484,I878,I:87:8
5512,J012,J:01:2
5514,J014,J:01:4
726,J14,J:14
5544,J151,J:15:1
5547,J154,J:15:4
728,J16,J:16
729,J17,J:17
5558,J173,J:17:3
5568,J203,J:20:3
736,J32,J:32
5587,J320,J:32:0
739,J35,J:35
741,J37,J:37
5623,J398,J:39:8
745,J41,J:41
5626,J411,J:41:1
747,J43,J:43
753,J61,J:61
5643,J630,J:63:0
758,J66,J:66
5650,J660,J:66:0
5652,J662,J:66:2
5663,J679,J:67:9
762,J70,J:70
5688,J853,J:85:3
5690,J869,J:86:9
772,J93,J:93
5698,J941,J:94:1
774,J95,J:95
775,J96,J:96
5719,J986,J:98:6
5725,K000,K:00:0
5736,K011,K:01:1
5740,K023,K:02:3
5741,K024,K:02:4
5743,K028,K:02:8
5745,K030,K:03:0
5747,K032,K:03:2
5750,K035,K:03:5
5751,K036,K:03:6
5753,K038,K:03:8
5754,K039,K:03:9
5761,K046,K:04:6
5763,K048,K:04:8
5764,K049,K:04:9
5769,K054,K:05:4
5771,K056,K:05:6
5772,K060,K:06:0
5774,K062,K:06:2
5781,K074,K:07:4
5782,K075,K:07:5
786,K08,K:08
787,K09,K:09
788,K10,K:10
5797,K100,K:10:0
5798,K101,K:10:1
789,K11,K:11
791,K13,K:13
5822,K135,K:13:5
5823,K136,K:13:6
5828,K143,K:14:3
795,K22,K:22
5842,K226,K:22:6
5848,K238,K:23:8
5865,K267,K:26:7
5866,K269,K:26:9
5868,K271,K:27:1
5870,K273,K:27:3
5871,K274,K:27:4
5873,K276,K:27:6
5874,K277,K:27:7
5889,K294,K:29:4
803,K31,K:31
5899,K314,K:31:4
810,K38,K:38
5915,K401,K:40:1
5921,K411,K:41:1
816,K45,K:45
5942,K451,K:45:1
818,K50,K:50
5952,K511,K:51:1
5953,K512,K:51:2
822,K56,K:56
6002,K611,K:61:1
6008,K622,K:62:2
6012,K626,K:62:6
6035,K660,K:66:0
6038,K669,K:66:9
6060,K720,K:72:0
6066,K738,K:73:8
6068,K740,K:74:0
6078,K753,K:75:3
6088,K766,K:76:6
841,K77,K:77
6093,K778,K:77:8
842,K80,K:80
6111,K829,K:82:9
6117,K835,K:83:5
847,K86,K:86
6137,K903,K:90:3
6147,K918,K:91:8
6156,K938,K:93:8
6173,L041,L:04:1
6175,L043,L:04:3
6176,L048,L:04:8
6178,L050,L:05:0
6181,L081,L:08:1
861,L11,L:11
6192,L110,L:11:0
6224,L241,L:24:1
6230,L247,L:24:7
6234,L251,L:25:1
872,L27,L:27
6249,L290,L:29:0
6250,L291,L:29:1
6252,L293,L:29:3
6271,L410,L:41:0
6277,L419,L:41:9
6279,L431,L:43:1
6282,L438,L:43:8
6293,L502,L:50:2
6295,L504,L:50:4
6297,L506,L:50:6
6301,L511,L:51:1
887,L55,L:55
6313,L550,L:55:0
6320,L562,L:56:2
6323,L568,L:56:8
6324,L569,L:56:9
6332,L579,L:57:9
6333,L580,L:58:0
891,L59,L:59
6340,L601,L:60:1
6341,L602,L:60:2
6342,L603,L:60:3
6343,L604,L:60:4
6345,L608,L:60:8
6348,L628,L:62:8
894,L63,L:63
6350,L631,L:63:1
6352,L638,L:63:8
6353,L639,L:63:9
6356,L649,L:64:9
896,L65,L:65
6358,L651,L:65:1
6360,L658,L:65:8
897,L66,L:66
6371,L678,L:67:8
6390,L719,L:71:9
6393,L722,L:72:2
903,L73,L:73
6405,L744,L:74:4
